# board=pi5
# config=solo
# repeats=1000
# expected_active_cores=1
# runner=crisp_run_paper_matrix.sh
[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 2400000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=1000, active_cores=1, lock_freq_khz=2400000
# cpu0=gsm_dec (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=gsm_dec cycles=1860989 instructions=2783612 cache-misses=151
[sample=607] cpu=0 bench=gsm_dec cycles=1838821 instructions=2784038 cache-misses=19
[sample=608] cpu=0 bench=gsm_dec cycles=1839963 instructions=2784038 cache-misses=16
[sample=609] cpu=0 bench=gsm_dec cycles=1847710 instructions=2784038 cache-misses=14
[sample=610] cpu=0 bench=gsm_dec cycles=1836769 instructions=2784038 cache-misses=15
[sample=611] cpu=0 bench=gsm_dec cycles=1833186 instructions=2784038 cache-misses=17
[sample=612] cpu=0 bench=gsm_dec cycles=1839878 instructions=2784038 cache-misses=18
[sample=613] cpu=0 bench=gsm_dec cycles=1833406 instructions=2784038 cache-misses=16
[sample=614] cpu=0 bench=gsm_dec cycles=1833057 instructions=2784038 cache-misses=13
[sample=615] cpu=0 bench=gsm_dec cycles=1840327 instructions=2784038 cache-misses=18
[sample=616] cpu=0 bench=gsm_dec cycles=1835061 instructions=2784038 cache-misses=20
[sample=617] cpu=0 bench=gsm_dec cycles=1834470 instructions=2784038 cache-misses=20
[sample=618] cpu=0 bench=gsm_dec cycles=1787044 instructions=2784038 cache-misses=19
[sample=619] cpu=0 bench=gsm_dec cycles=1735095 instructions=2784038 cache-misses=18
[sample=620] cpu=0 bench=gsm_dec cycles=1813798 instructions=2784038 cache-misses=20
[sample=621] cpu=0 bench=gsm_dec cycles=1841970 instructions=2784038 cache-misses=17
[sample=622] cpu=0 bench=gsm_dec cycles=1854225 instructions=2784038 cache-misses=16
[sample=623] cpu=0 bench=gsm_dec cycles=1831565 instructions=2784038 cache-misses=15
[sample=624] cpu=0 bench=gsm_dec cycles=1841171 instructions=2784038 cache-misses=19
[sample=625] cpu=0 bench=gsm_dec cycles=1836383 instructions=2784038 cache-misses=14
[sample=626] cpu=0 bench=gsm_dec cycles=1833317 instructions=2784038 cache-misses=15
[sample=627] cpu=0 bench=gsm_dec cycles=1832671 instructions=2784038 cache-misses=15
[sample=628] cpu=0 bench=gsm_dec cycles=1837066 instructions=2784038 cache-misses=20
[sample=629] cpu=0 bench=gsm_dec cycles=1844409 instructions=2784038 cache-misses=14
[sample=630] cpu=0 bench=gsm_dec cycles=1847603 instructions=2784038 cache-misses=16
[sample=631] cpu=0 bench=gsm_dec cycles=1844348 instructions=2784038 cache-misses=18
[sample=632] cpu=0 bench=gsm_dec cycles=1838214 instructions=2784038 cache-misses=20
[sample=633] cpu=0 bench=gsm_dec cycles=1845820 instructions=2784038 cache-misses=21
[sample=634] cpu=0 bench=gsm_dec cycles=1831323 instructions=2784038 cache-misses=17
[sample=635] cpu=0 bench=gsm_dec cycles=1811116 instructions=2784038 cache-misses=13
[sample=636] cpu=0 bench=gsm_dec cycles=1839223 instructions=2784038 cache-misses=19
[sample=637] cpu=0 bench=gsm_dec cycles=1836613 instructions=2784038 cache-misses=15
[sample=638] cpu=0 bench=gsm_dec cycles=1838142 instructions=2784038 cache-misses=14
[sample=639] cpu=0 bench=gsm_dec cycles=1839373 instructions=2784038 cache-misses=14
[sample=640] cpu=0 bench=gsm_dec cycles=1832375 instructions=2784038 cache-misses=17
[sample=641] cpu=0 bench=gsm_dec cycles=1845095 instructions=2784038 cache-misses=16
[sample=642] cpu=0 bench=gsm_dec cycles=1834587 instructions=2784038 cache-misses=19
[sample=643] cpu=0 bench=gsm_dec cycles=1847445 instructions=2784038 cache-misses=16
[sample=644] cpu=0 bench=gsm_dec cycles=1844429 instructions=2784038 cache-misses=20
[sample=645] cpu=0 bench=gsm_dec cycles=1833748 instructions=2784038 cache-misses=16
[sample=646] cpu=0 bench=gsm_dec cycles=1830290 instructions=2784038 cache-misses=17
[sample=647] cpu=0 bench=gsm_dec cycles=1844625 instructions=2784038 cache-misses=18
[sample=648] cpu=0 bench=gsm_dec cycles=1835624 instructions=2784038 cache-misses=20
[sample=649] cpu=0 bench=gsm_dec cycles=1838712 instructions=2784038 cache-misses=20
[sample=650] cpu=0 bench=gsm_dec cycles=1848448 instructions=2784038 cache-misses=22
[sample=651] cpu=0 bench=gsm_dec cycles=1839113 instructions=2784038 cache-misses=14
[sample=652] cpu=0 bench=gsm_dec cycles=1843669 instructions=2784038 cache-misses=21
[sample=653] cpu=0 bench=gsm_dec cycles=1838848 instructions=2784038 cache-misses=18
[sample=654] cpu=0 bench=gsm_dec cycles=1836622 instructions=2784038 cache-misses=16
[sample=655] cpu=0 bench=gsm_dec cycles=1847366 instructions=2784038 cache-misses=15
[sample=656] cpu=0 bench=gsm_dec cycles=1835533 instructions=2784038 cache-misses=18
[sample=657] cpu=0 bench=gsm_dec cycles=1828077 instructions=2784038 cache-misses=17
[sample=658] cpu=0 bench=gsm_dec cycles=1770939 instructions=2784038 cache-misses=14
[sample=659] cpu=0 bench=gsm_dec cycles=1766057 instructions=2784038 cache-misses=17
[sample=660] cpu=0 bench=gsm_dec cycles=1827107 instructions=2784038 cache-misses=18
[sample=661] cpu=0 bench=gsm_dec cycles=1828517 instructions=2784038 cache-misses=18
[sample=662] cpu=0 bench=gsm_dec cycles=1834302 instructions=2784038 cache-misses=15
[sample=663] cpu=0 bench=gsm_dec cycles=1741092 instructions=2784038 cache-misses=17
[sample=664] cpu=0 bench=gsm_dec cycles=1736885 instructions=2784038 cache-misses=15
[sample=665] cpu=0 bench=gsm_dec cycles=1816131 instructions=2784038 cache-misses=20
[sample=666] cpu=0 bench=gsm_dec cycles=1818480 instructions=2784038 cache-misses=16
[sample=667] cpu=0 bench=gsm_dec cycles=1771151 instructions=2784038 cache-misses=18
[sample=668] cpu=0 bench=gsm_dec cycles=1766032 instructions=2784038 cache-misses=20
[sample=669] cpu=0 bench=gsm_dec cycles=1741045 instructions=2784038 cache-misses=19
[sample=670] cpu=0 bench=gsm_dec cycles=1841407 instructions=2784038 cache-misses=16
[sample=671] cpu=0 bench=gsm_dec cycles=1844401 instructions=2784038 cache-misses=13
[sample=672] cpu=0 bench=gsm_dec cycles=1841553 instructions=2784038 cache-misses=13
[sample=673] cpu=0 bench=gsm_dec cycles=1848349 instructions=2784038 cache-misses=13
[sample=674] cpu=0 bench=gsm_dec cycles=1835491 instructions=2784038 cache-misses=14
[sample=675] cpu=0 bench=gsm_dec cycles=1835127 instructions=2784038 cache-misses=18
[sample=676] cpu=0 bench=gsm_dec cycles=1823314 instructions=2784038 cache-misses=17
[sample=677] cpu=0 bench=gsm_dec cycles=1837271 instructions=2784038 cache-misses=12
[sample=678] cpu=0 bench=gsm_dec cycles=1839884 instructions=2784038 cache-misses=15
[sample=679] cpu=0 bench=gsm_dec cycles=1837833 instructions=2784038 cache-misses=17
[sample=680] cpu=0 bench=gsm_dec cycles=1841482 instructions=2784038 cache-misses=13
[sample=681] cpu=0 bench=gsm_dec cycles=1823483 instructions=2784038 cache-misses=19
[sample=682] cpu=0 bench=gsm_dec cycles=1830802 instructions=2784038 cache-misses=19
[sample=683] cpu=0 bench=gsm_dec cycles=1834544 instructions=2784038 cache-misses=9
[sample=684] cpu=0 bench=gsm_dec cycles=1822553 instructions=2784038 cache-misses=13
[sample=685] cpu=0 bench=gsm_dec cycles=1806723 instructions=2784038 cache-misses=19
[sample=686] cpu=0 bench=gsm_dec cycles=1837755 instructions=2784038 cache-misses=7
[sample=687] cpu=0 bench=gsm_dec cycles=1842386 instructions=2784038 cache-misses=17
[sample=688] cpu=0 bench=gsm_dec cycles=1830455 instructions=2784038 cache-misses=13
[sample=689] cpu=0 bench=gsm_dec cycles=1841703 instructions=2784038 cache-misses=14
[sample=690] cpu=0 bench=gsm_dec cycles=1837955 instructions=2784038 cache-misses=12
[sample=691] cpu=0 bench=gsm_dec cycles=1850949 instructions=2784038 cache-misses=14
[sample=692] cpu=0 bench=gsm_dec cycles=1843793 instructions=2784038 cache-misses=16
[sample=693] cpu=0 bench=gsm_dec cycles=1834201 instructions=2784038 cache-misses=17
[sample=694] cpu=0 bench=gsm_dec cycles=1845830 instructions=2784038 cache-misses=14
[sample=695] cpu=0 bench=gsm_dec cycles=1840129 instructions=2784038 cache-misses=12
[sample=696] cpu=0 bench=gsm_dec cycles=1838885 instructions=2784038 cache-misses=15
[sample=697] cpu=0 bench=gsm_dec cycles=1825517 instructions=2784038 cache-misses=16
[sample=698] cpu=0 bench=gsm_dec cycles=1835131 instructions=2784038 cache-misses=15
[sample=699] cpu=0 bench=gsm_dec cycles=1847828 instructions=2784038 cache-misses=12
[sample=700] cpu=0 bench=gsm_dec cycles=1836373 instructions=2784038 cache-misses=15
[sample=701] cpu=0 bench=gsm_dec cycles=1834518 instructions=2784038 cache-misses=16
[sample=702] cpu=0 bench=gsm_dec cycles=1839012 instructions=2784038 cache-misses=10
[sample=703] cpu=0 bench=gsm_dec cycles=1842014 instructions=2784038 cache-misses=18
[sample=704] cpu=0 bench=gsm_dec cycles=1842769 instructions=2784038 cache-misses=15
[sample=705] cpu=0 bench=gsm_dec cycles=1838505 instructions=2784038 cache-misses=17
[sample=706] cpu=0 bench=gsm_dec cycles=1846751 instructions=2784038 cache-misses=10
[sample=707] cpu=0 bench=gsm_dec cycles=1853652 instructions=2784038 cache-misses=13
[sample=708] cpu=0 bench=gsm_dec cycles=1780167 instructions=2784038 cache-misses=16
[sample=709] cpu=0 bench=gsm_dec cycles=1835436 instructions=2784038 cache-misses=12
[sample=710] cpu=0 bench=gsm_dec cycles=1823810 instructions=2784038 cache-misses=16
[sample=711] cpu=0 bench=gsm_dec cycles=1736886 instructions=2784038 cache-misses=17
[sample=712] cpu=0 bench=gsm_dec cycles=1812389 instructions=2784038 cache-misses=17
[sample=713] cpu=0 bench=gsm_dec cycles=1837642 instructions=2784038 cache-misses=16
[sample=714] cpu=0 bench=gsm_dec cycles=1833354 instructions=2784038 cache-misses=14
[sample=715] cpu=0 bench=gsm_dec cycles=1836293 instructions=2784038 cache-misses=14
[sample=716] cpu=0 bench=gsm_dec cycles=1839706 instructions=2784038 cache-misses=18
[sample=717] cpu=0 bench=gsm_dec cycles=1841978 instructions=2784038 cache-misses=13
[sample=718] cpu=0 bench=gsm_dec cycles=1843358 instructions=2784038 cache-misses=14
[sample=719] cpu=0 bench=gsm_dec cycles=1842414 instructions=2784038 cache-misses=14
[sample=720] cpu=0 bench=gsm_dec cycles=1846532 instructions=2784038 cache-misses=11
[sample=721] cpu=0 bench=gsm_dec cycles=1845889 instructions=2784038 cache-misses=15
[sample=722] cpu=0 bench=gsm_dec cycles=1827941 instructions=2784038 cache-misses=14
[sample=723] cpu=0 bench=gsm_dec cycles=1740731 instructions=2784038 cache-misses=7
[sample=724] cpu=0 bench=gsm_dec cycles=1745754 instructions=2784038 cache-misses=15
[sample=725] cpu=0 bench=gsm_dec cycles=1754590 instructions=2784038 cache-misses=14
[sample=726] cpu=0 bench=gsm_dec cycles=1838844 instructions=2784038 cache-misses=15
[sample=727] cpu=0 bench=gsm_dec cycles=1826861 instructions=2784038 cache-misses=16
[sample=728] cpu=0 bench=gsm_dec cycles=1831841 instructions=2784038 cache-misses=10
[sample=729] cpu=0 bench=gsm_dec cycles=1840859 instructions=2784038 cache-misses=22
[sample=730] cpu=0 bench=gsm_dec cycles=1833115 instructions=2784038 cache-misses=16
[sample=731] cpu=0 bench=gsm_dec cycles=1831136 instructions=2784038 cache-misses=13
[sample=732] cpu=0 bench=gsm_dec cycles=1839126 instructions=2784038 cache-misses=17
[sample=733] cpu=0 bench=gsm_dec cycles=1843638 instructions=2784038 cache-misses=19
[sample=734] cpu=0 bench=gsm_dec cycles=1837391 instructions=2784038 cache-misses=13
[sample=735] cpu=0 bench=gsm_dec cycles=1827073 instructions=2784038 cache-misses=12
[sample=736] cpu=0 bench=gsm_dec cycles=1826232 instructions=2784038 cache-misses=14
[sample=737] cpu=0 bench=gsm_dec cycles=1822281 instructions=2784038 cache-misses=12
[sample=738] cpu=0 bench=gsm_dec cycles=1836954 instructions=2784038 cache-misses=12
[sample=739] cpu=0 bench=gsm_dec cycles=1841009 instructions=2784038 cache-misses=14
[sample=740] cpu=0 bench=gsm_dec cycles=1783027 instructions=2784038 cache-misses=12
[sample=741] cpu=0 bench=gsm_dec cycles=1768776 instructions=2784038 cache-misses=14
[sample=742] cpu=0 bench=gsm_dec cycles=1839219 instructions=2784038 cache-misses=15
[sample=743] cpu=0 bench=gsm_dec cycles=1838036 instructions=2784038 cache-misses=29
[sample=744] cpu=0 bench=gsm_dec cycles=1780169 instructions=2784038 cache-misses=26
[sample=745] cpu=0 bench=gsm_dec cycles=1827275 instructions=2784038 cache-misses=16
[sample=746] cpu=0 bench=gsm_dec cycles=1808799 instructions=2784038 cache-misses=14
[sample=747] cpu=0 bench=gsm_dec cycles=1824050 instructions=2784038 cache-misses=12
[sample=748] cpu=0 bench=gsm_dec cycles=1837348 instructions=2784038 cache-misses=13
[sample=749] cpu=0 bench=gsm_dec cycles=1831138 instructions=2784038 cache-misses=18
[sample=750] cpu=0 bench=gsm_dec cycles=1845788 instructions=2784038 cache-misses=16
[sample=751] cpu=0 bench=gsm_dec cycles=1835842 instructions=2784038 cache-misses=11
[sample=752] cpu=0 bench=gsm_dec cycles=1844262 instructions=2784038 cache-misses=11
[sample=753] cpu=0 bench=gsm_dec cycles=1839103 instructions=2784038 cache-misses=13
[sample=754] cpu=0 bench=gsm_dec cycles=1849174 instructions=2784038 cache-misses=10
[sample=755] cpu=0 bench=gsm_dec cycles=1833404 instructions=2784038 cache-misses=18
[sample=756] cpu=0 bench=gsm_dec cycles=1851834 instructions=2784038 cache-misses=14
[sample=757] cpu=0 bench=gsm_dec cycles=1847449 instructions=2784038 cache-misses=13
[sample=758] cpu=0 bench=gsm_dec cycles=1835891 instructions=2784038 cache-misses=13
[sample=759] cpu=0 bench=gsm_dec cycles=1819188 instructions=2784038 cache-misses=21
[sample=760] cpu=0 bench=gsm_dec cycles=1835813 instructions=2784038 cache-misses=14
[sample=761] cpu=0 bench=gsm_dec cycles=1835231 instructions=2784038 cache-misses=22
[sample=762] cpu=0 bench=gsm_dec cycles=1837972 instructions=2784038 cache-misses=12
[sample=763] cpu=0 bench=gsm_dec cycles=1827729 instructions=2784038 cache-misses=15
[sample=764] cpu=0 bench=gsm_dec cycles=1839226 instructions=2784038 cache-misses=15
[sample=765] cpu=0 bench=gsm_dec cycles=1836821 instructions=2784038 cache-misses=13
[sample=766] cpu=0 bench=gsm_dec cycles=1822375 instructions=2784038 cache-misses=14
[sample=767] cpu=0 bench=gsm_dec cycles=1844000 instructions=2784038 cache-misses=17
[sample=768] cpu=0 bench=gsm_dec cycles=1833981 instructions=2784038 cache-misses=10
[sample=769] cpu=0 bench=gsm_dec cycles=1849576 instructions=2784038 cache-misses=14
[sample=770] cpu=0 bench=gsm_dec cycles=1837417 instructions=2784038 cache-misses=11
[sample=771] cpu=0 bench=gsm_dec cycles=1830128 instructions=2784038 cache-misses=19
[sample=772] cpu=0 bench=gsm_dec cycles=1837496 instructions=2784038 cache-misses=16
[sample=773] cpu=0 bench=gsm_dec cycles=1832094 instructions=2784038 cache-misses=17
[sample=774] cpu=0 bench=gsm_dec cycles=1747780 instructions=2784038 cache-misses=8
[sample=775] cpu=0 bench=gsm_dec cycles=1796520 instructions=2784038 cache-misses=23
[sample=776] cpu=0 bench=gsm_dec cycles=1842905 instructions=2784038 cache-misses=15
[sample=777] cpu=0 bench=gsm_dec cycles=1840358 instructions=2784038 cache-misses=14
[sample=778] cpu=0 bench=gsm_dec cycles=1841332 instructions=2784038 cache-misses=18
[sample=779] cpu=0 bench=gsm_dec cycles=1840139 instructions=2784038 cache-misses=13
[sample=780] cpu=0 bench=gsm_dec cycles=1840105 instructions=2784038 cache-misses=13
[sample=781] cpu=0 bench=gsm_dec cycles=1837250 instructions=2784038 cache-misses=13
[sample=782] cpu=0 bench=gsm_dec cycles=1819261 instructions=2784038 cache-misses=10
[sample=783] cpu=0 bench=gsm_dec cycles=1751060 instructions=2784038 cache-misses=18
[sample=784] cpu=0 bench=gsm_dec cycles=1832759 instructions=2784038 cache-misses=16
[sample=785] cpu=0 bench=gsm_dec cycles=1753688 instructions=2784038 cache-misses=11
[sample=786] cpu=0 bench=gsm_dec cycles=1837587 instructions=2784038 cache-misses=11
[sample=787] cpu=0 bench=gsm_dec cycles=1835542 instructions=2784038 cache-misses=16
[sample=788] cpu=0 bench=gsm_dec cycles=1837054 instructions=2784038 cache-misses=13
[sample=789] cpu=0 bench=gsm_dec cycles=1843603 instructions=2784038 cache-misses=16
[sample=790] cpu=0 bench=gsm_dec cycles=1841635 instructions=2784038 cache-misses=11
[sample=791] cpu=0 bench=gsm_dec cycles=1840189 instructions=2784038 cache-misses=15
[sample=792] cpu=0 bench=gsm_dec cycles=1842374 instructions=2784038 cache-misses=16
[sample=793] cpu=0 bench=gsm_dec cycles=1839182 instructions=2784038 cache-misses=16
[sample=794] cpu=0 bench=gsm_dec cycles=1840212 instructions=2784038 cache-misses=16
[sample=795] cpu=0 bench=gsm_dec cycles=1833512 instructions=2784038 cache-misses=15
[sample=796] cpu=0 bench=gsm_dec cycles=1838770 instructions=2784038 cache-misses=16
[sample=797] cpu=0 bench=gsm_dec cycles=1830453 instructions=2784038 cache-misses=12
[sample=798] cpu=0 bench=gsm_dec cycles=1806209 instructions=2784038 cache-misses=15
[sample=799] cpu=0 bench=gsm_dec cycles=1835062 instructions=2784038 cache-misses=18
[sample=800] cpu=0 bench=gsm_dec cycles=1794442 instructions=2784038 cache-misses=15
[sample=801] cpu=0 bench=gsm_dec cycles=1738052 instructions=2784038 cache-misses=19
[sample=802] cpu=0 bench=gsm_dec cycles=1737638 instructions=2784038 cache-misses=8
[sample=803] cpu=0 bench=gsm_dec cycles=1736400 instructions=2784038 cache-misses=10
[sample=804] cpu=0 bench=gsm_dec cycles=1840377 instructions=2784038 cache-misses=20
[sample=805] cpu=0 bench=gsm_dec cycles=1838054 instructions=2784038 cache-misses=13
[sample=806] cpu=0 bench=gsm_dec cycles=1841935 instructions=2784038 cache-misses=18
[sample=807] cpu=0 bench=gsm_dec cycles=1824348 instructions=2784038 cache-misses=15
[sample=808] cpu=0 bench=gsm_dec cycles=1839612 instructions=2784038 cache-misses=16
[sample=809] cpu=0 bench=gsm_dec cycles=1838242 instructions=2784038 cache-misses=12
[sample=810] cpu=0 bench=gsm_dec cycles=1777760 instructions=2784038 cache-misses=16
[sample=811] cpu=0 bench=gsm_dec cycles=1759392 instructions=2784038 cache-misses=18
[sample=812] cpu=0 bench=gsm_dec cycles=1840359 instructions=2784038 cache-misses=16
[sample=813] cpu=0 bench=gsm_dec cycles=1841644 instructions=2784038 cache-misses=15
[sample=814] cpu=0 bench=gsm_dec cycles=1842337 instructions=2784038 cache-misses=11
[sample=815] cpu=0 bench=gsm_dec cycles=1773242 instructions=2784038 cache-misses=16
[sample=816] cpu=0 bench=gsm_dec cycles=1806984 instructions=2784038 cache-misses=15
[sample=817] cpu=0 bench=gsm_dec cycles=1839743 instructions=2784038 cache-misses=16
[sample=818] cpu=0 bench=gsm_dec cycles=1841668 instructions=2784038 cache-misses=14
[sample=819] cpu=0 bench=gsm_dec cycles=1851660 instructions=2784038 cache-misses=14
[sample=820] cpu=0 bench=gsm_dec cycles=1836973 instructions=2784038 cache-misses=14
[sample=821] cpu=0 bench=gsm_dec cycles=1828057 instructions=2784038 cache-misses=14
[sample=822] cpu=0 bench=gsm_dec cycles=1843392 instructions=2784038 cache-misses=16
[sample=823] cpu=0 bench=gsm_dec cycles=1846575 instructions=2784038 cache-misses=20
[sample=824] cpu=0 bench=gsm_dec cycles=1831716 instructions=2784038 cache-misses=14
[sample=825] cpu=0 bench=gsm_dec cycles=1736018 instructions=2784038 cache-misses=19
[sample=826] cpu=0 bench=gsm_dec cycles=1801322 instructions=2784038 cache-misses=13
[sample=827] cpu=0 bench=gsm_dec cycles=1831691 instructions=2784038 cache-misses=11
[sample=828] cpu=0 bench=gsm_dec cycles=1824771 instructions=2784038 cache-misses=16
[sample=829] cpu=0 bench=gsm_dec cycles=1840037 instructions=2784038 cache-misses=14
[sample=830] cpu=0 bench=gsm_dec cycles=1832404 instructions=2784038 cache-misses=17
[sample=831] cpu=0 bench=gsm_dec cycles=1800595 instructions=2784038 cache-misses=13
[sample=832] cpu=0 bench=gsm_dec cycles=1808094 instructions=2784038 cache-misses=11
[sample=833] cpu=0 bench=gsm_dec cycles=1834232 instructions=2784038 cache-misses=16
[sample=834] cpu=0 bench=gsm_dec cycles=1839699 instructions=2784038 cache-misses=12
[sample=835] cpu=0 bench=gsm_dec cycles=1835470 instructions=2784038 cache-misses=16
[sample=836] cpu=0 bench=gsm_dec cycles=1843032 instructions=2784038 cache-misses=15
[sample=837] cpu=0 bench=gsm_dec cycles=1836694 instructions=2784038 cache-misses=14
[sample=838] cpu=0 bench=gsm_dec cycles=1829470 instructions=2784038 cache-misses=18
[sample=839] cpu=0 bench=gsm_dec cycles=1830527 instructions=2784038 cache-misses=19
[sample=840] cpu=0 bench=gsm_dec cycles=1838871 instructions=2784038 cache-misses=18
[sample=841] cpu=0 bench=gsm_dec cycles=1839926 instructions=2784038 cache-misses=14
[sample=842] cpu=0 bench=gsm_dec cycles=1840575 instructions=2784038 cache-misses=14
[sample=843] cpu=0 bench=gsm_dec cycles=1834900 instructions=2784038 cache-misses=14
[sample=844] cpu=0 bench=gsm_dec cycles=1834384 instructions=2784038 cache-misses=16
[sample=845] cpu=0 bench=gsm_dec cycles=1839426 instructions=2784038 cache-misses=20
[sample=846] cpu=0 bench=gsm_dec cycles=1837001 instructions=2784038 cache-misses=14
[sample=847] cpu=0 bench=gsm_dec cycles=1829642 instructions=2784038 cache-misses=13
[sample=848] cpu=0 bench=gsm_dec cycles=1837134 instructions=2784038 cache-misses=13
[sample=849] cpu=0 bench=gsm_dec cycles=1833835 instructions=2784038 cache-misses=14
[sample=850] cpu=0 bench=gsm_dec cycles=1833164 instructions=2784038 cache-misses=14
[sample=851] cpu=0 bench=gsm_dec cycles=1838901 instructions=2784038 cache-misses=19
[sample=852] cpu=0 bench=gsm_dec cycles=1825306 instructions=2784038 cache-misses=15
[sample=853] cpu=0 bench=gsm_dec cycles=1751965 instructions=2784038 cache-misses=14
[sample=854] cpu=0 bench=gsm_dec cycles=1840255 instructions=2784038 cache-misses=8
[sample=855] cpu=0 bench=gsm_dec cycles=1825022 instructions=2784038 cache-misses=22
[sample=856] cpu=0 bench=gsm_dec cycles=1827069 instructions=2784038 cache-misses=17
[sample=857] cpu=0 bench=gsm_dec cycles=1832646 instructions=2784038 cache-misses=23
[sample=858] cpu=0 bench=gsm_dec cycles=1832598 instructions=2784038 cache-misses=10
[sample=859] cpu=0 bench=gsm_dec cycles=1839419 instructions=2784038 cache-misses=11
[sample=860] cpu=0 bench=gsm_dec cycles=1830491 instructions=2784038 cache-misses=17
[sample=861] cpu=0 bench=gsm_dec cycles=1839994 instructions=2784038 cache-misses=14
[sample=862] cpu=0 bench=gsm_dec cycles=1833839 instructions=2784038 cache-misses=17
[sample=863] cpu=0 bench=gsm_dec cycles=1837802 instructions=2784038 cache-misses=18
[sample=864] cpu=0 bench=gsm_dec cycles=1820693 instructions=2784038 cache-misses=10
[sample=865] cpu=0 bench=gsm_dec cycles=1833598 instructions=2784038 cache-misses=16
[sample=866] cpu=0 bench=gsm_dec cycles=1843348 instructions=2784038 cache-misses=15
[sample=867] cpu=0 bench=gsm_dec cycles=1843754 instructions=2784038 cache-misses=12
[sample=868] cpu=0 bench=gsm_dec cycles=1842360 instructions=2784038 cache-misses=20
[sample=869] cpu=0 bench=gsm_dec cycles=1840958 instructions=2784038 cache-misses=13
[sample=870] cpu=0 bench=gsm_dec cycles=1847646 instructions=2784038 cache-misses=14
[sample=871] cpu=0 bench=gsm_dec cycles=1800809 instructions=2784038 cache-misses=16
[sample=872] cpu=0 bench=gsm_dec cycles=1798115 instructions=2784038 cache-misses=14
[sample=873] cpu=0 bench=gsm_dec cycles=1849602 instructions=2784038 cache-misses=21
[sample=874] cpu=0 bench=gsm_dec cycles=1833294 instructions=2784038 cache-misses=18
[sample=875] cpu=0 bench=gsm_dec cycles=1830559 instructions=2784038 cache-misses=15
[sample=876] cpu=0 bench=gsm_dec cycles=1831585 instructions=2784038 cache-misses=16
[sample=877] cpu=0 bench=gsm_dec cycles=1824287 instructions=2784038 cache-misses=12
[sample=878] cpu=0 bench=gsm_dec cycles=1846370 instructions=2784038 cache-misses=13
[sample=879] cpu=0 bench=gsm_dec cycles=1845280 instructions=2784038 cache-misses=13
[sample=880] cpu=0 bench=gsm_dec cycles=1848603 instructions=2784038 cache-misses=15
[sample=881] cpu=0 bench=gsm_dec cycles=1835903 instructions=2784038 cache-misses=16
[sample=882] cpu=0 bench=gsm_dec cycles=1833736 instructions=2784038 cache-misses=22
[sample=883] cpu=0 bench=gsm_dec cycles=1831769 instructions=2784038 cache-misses=13
[sample=884] cpu=0 bench=gsm_dec cycles=1827088 instructions=2784038 cache-misses=18
[sample=885] cpu=0 bench=gsm_dec cycles=1832385 instructions=2784038 cache-misses=13
[sample=886] cpu=0 bench=gsm_dec cycles=1838453 instructions=2784038 cache-misses=21
[sample=887] cpu=0 bench=gsm_dec cycles=1828340 instructions=2784038 cache-misses=13
[sample=888] cpu=0 bench=gsm_dec cycles=1832450 instructions=2784038 cache-misses=12
[sample=889] cpu=0 bench=gsm_dec cycles=1831742 instructions=2784038 cache-misses=22
[sample=890] cpu=0 bench=gsm_dec cycles=1827603 instructions=2784038 cache-misses=11
[sample=891] cpu=0 bench=gsm_dec cycles=1831439 instructions=2784038 cache-misses=19
[sample=892] cpu=0 bench=gsm_dec cycles=1826882 instructions=2784038 cache-misses=16
[sample=893] cpu=0 bench=gsm_dec cycles=1840575 instructions=2784038 cache-misses=17
[sample=894] cpu=0 bench=gsm_dec cycles=1840475 instructions=2784038 cache-misses=16
[sample=895] cpu=0 bench=gsm_dec cycles=1835249 instructions=2784038 cache-misses=15
[sample=896] cpu=0 bench=gsm_dec cycles=1842297 instructions=2784038 cache-misses=15
[sample=897] cpu=0 bench=gsm_dec cycles=1833579 instructions=2784038 cache-misses=15
[sample=898] cpu=0 bench=gsm_dec cycles=1827134 instructions=2784038 cache-misses=14
[sample=899] cpu=0 bench=gsm_dec cycles=1830427 instructions=2784038 cache-misses=31
[sample=900] cpu=0 bench=gsm_dec cycles=1838567 instructions=2784038 cache-misses=20
[sample=901] cpu=0 bench=gsm_dec cycles=1837464 instructions=2784038 cache-misses=14
[sample=902] cpu=0 bench=gsm_dec cycles=1822067 instructions=2784038 cache-misses=15
[sample=903] cpu=0 bench=gsm_dec cycles=1830263 instructions=2784038 cache-misses=18
[sample=904] cpu=0 bench=gsm_dec cycles=1836763 instructions=2784038 cache-misses=16
[sample=905] cpu=0 bench=gsm_dec cycles=1837311 instructions=2784038 cache-misses=21
[sample=906] cpu=0 bench=gsm_dec cycles=1831371 instructions=2784038 cache-misses=13
[sample=907] cpu=0 bench=gsm_dec cycles=1845608 instructions=2784038 cache-misses=18
[sample=908] cpu=0 bench=gsm_dec cycles=1839395 instructions=2784038 cache-misses=13
[sample=909] cpu=0 bench=gsm_dec cycles=1847772 instructions=2784038 cache-misses=17
[sample=910] cpu=0 bench=gsm_dec cycles=1839138 instructions=2784038 cache-misses=16
[sample=911] cpu=0 bench=gsm_dec cycles=1844881 instructions=2784038 cache-misses=16
[sample=912] cpu=0 bench=gsm_dec cycles=1834575 instructions=2784038 cache-misses=12
